ID,story,text
23878,story6,during which his attention to the interests of the settlement was most unremitted;
23879,story6,"his humanity and condescension rendered him inestimably dear to every bosom,"
23880,story6,which confessed the influence of grateful feelings;
23881,story6,"The necessary consequence of his abstracted devotion to the service of the settlement,"
23882,story6,"for a long period,"
23883,story6,was the obtainment of a thorough knowledge of every subject connected with its welfare;
23884,story6,"no man could have been more happy,"
23885,story6,none more eminently successful.
23886,story6,"be found in the following statements of the situation of the colony before and after Governor Hunter's residence there,"
23887,story6,in an official capacity;
23888,story6,"and I am the more readily induced to give these details,"
23889,story6,"by comparison,"
23890,story6,"of the progressive prosperity of the colony,"
23891,story6,"subsequent to that period,"
23892,story6,the date and termination of the facts which I shall elicit in the succeeding pages.
23893,story6,"At the close of the year seventeen ninety five,"
23894,story6,"the public and private stock of the colony consisted of fifty seven horses and mares,"
23895,story6,"seventy four bulls and bull-calves,"
23896,story6,"fifty two oxen,"
23897,story6,"exclusive of this statement, the poultry was exceedingly numerous."
23898,story6,the quantity of which sown was somewhat below three thousand acres.
23899,story6,"At this period the storehouses were exhausted so completely,"
23900,story6,"on the arrival of Governor Hunter,"
23901,story6,"there were no salt provisions left in store,"
23902,story6,and the allowance of other food was much reduced;
23903,story6,"the state of the colony seemed about to assume a retrograde movement,"
23904,story6,"and it was only the speedy arrival of a storeship at this critical and distressing moment,"
23905,story6,in the eighth year of its establishment.
23906,story6,"But at the commencement of the nineteenth century,"
23907,story6,the state of the settlement was abundantly more prosperous.
23908,story6,"in the public and private possession,"
23909,story6,amounted to the following numbers:
23910,story6,a prodigious multiplication of the means of subsistence in about five years!
23911,story6,and of barley eighty two acres.
23912,story6,and the general prosperity appeared rapidly increasing.
23913,story6,The moment of the governor's departure was a moment of sorrowful agitation:
23914,story6,"loved and honoured by all,"
23915,story6,"he was attended by a numerous train of civil and military officers,"
23916,story6,"as well as a long concourse of the grateful inhabitants,"
23917,story6,marked in the most unequivocal manner the sense they entertained of his public worth and his private benignity.
23918,story6,"On the secession of Governor Hunter,"
23919,story6,"the government of the settlement devolved to Governor King,"
23920,story6,"who had arrived from England in the Speedy,"
23921,story6,a few months previous to this time.
23922,story6,"Soon after his accession to this dignity,"
23923,story6,"a quantity of copper coin was received from England and put into circulation,"
23924,story6,upon which occasion the following table of specie was issued:
23925,story6,"a half ditto, two pounds;"
23926,story6,"a pagoda, eight shillings;"
23927,story6,"a Spanish dollar, five shillings;"
23928,story6,"a rupee, two shillings and sixpence;"
23929,story6,"a Dutch guilder, two shillings;"
23930,story6,"a copper coin of one ounce, two pence;"
23931,story6,"a ditto of half an ounce, one penny;"
23932,story6,"and a ditto of a quarter of an ounce, a halfpenny."
23933,story6,was to be considered as a legal tender;
23934,story6,"and the exportation or importation of copper coin above that amount,"
23935,story6,was prohibited under a penalty of thrice its value.
23936,story6,"The criminal addiction to the use of spirituous liquors had become so rooted,"
23937,story6,"In the month of December,"
23938,story6,"but the governor,"
23939,story6,and forced them to quit the settlement before any evil consequences could ensue from their arrival.
23940,story6,"The variety of afflicting casualties consequent upon the immoderate use of these pernicious fluids,"
23941,story6,"and their introduction of dreadful and fatal disorders,"
23942,story6,"were considerations sufficient to justify the governor's conduct in this instance,"
23943,story6,to every rational mind.
23944,story6,"which was felt severely through the whole colony,"
23945,story6,produced no injury.
23946,story6,"A slight concussion had been felt in the month of June, seventeen eighty eight;"
23947,story6,"but never, until this moment, had the alarm been repeated."
23948,story6,"The affrighted inhabitants rushed out of their houses,"
23949,story6,in momentary expectation of destruction;
23950,story6,"nor did they dare to return until the shock had passed by,"
23951,story6,and the apprehensions which it had produced had entirely subsided.
23952,story6,"In the earlier days of the settlement,"
23953,story6,"which had destroyed the promise of an abundant harvest,"
23954,story6,"spread desolation through the farms in that district,"
23955,story6,"destroyed numerous habitations,"
23956,story6,and caused the loss of several of the unfortunate settlers and others.
23957,story6,"At the melancholy period alluded to,"
23958,story6,"the colony in this quarter was just reaching a degree of ease and comfort,"
23959,story6,and the assistance he gave them as an encouragement to industrious exertion.
23960,story6,"Scarcely, however, had they begun to revive after this calamity -"
23961,story6,scarcely had they repaired the ravages occasioned by this tremendous inundation -
23962,story6,"scarcely had the desolated lands once more confessed the power of cultivation,"
23963,story6,before those ill-fated settlers were doomed to experience a repetition of the destructive calamity;
23964,story6,"the river again overflowed its banks,"
23965,story6,and rushed impetuously to renew its former devastations.
23966,story6,Flocks and herds were swept away by its irresistible influence;
23967,story6,were once more levelled to the earth;
23968,story6,"and a settler was deprived of his existence,"
23969,story6,after witnessing the catastrophe which had robbed him of the whole of his possessions.
23970,story6,"at those periods of inundation,"
23971,story6,would rise seventy or eighty feet above their accustomed level;
23972,story6,and it is easy for the mind to picture to itself the inexpressibly mournful consequences which must necessarily accrue from such a circumstance.
